#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 100
numEdges = 200
usedAlgorithm = Test
dataSource = GridData
END
#################################################################
SECTION2 (Nodes Information)
NodeID Base Counts
0 5.008216 19.17207280448296
1 5.027691 3.8920083169763604
2 5.063003 20.32248061494419
3 4.666715 20.79342286013554
4 5.094613 4.638210843129838
5 4.868793 4.910822383484027
6 5.179330 5.456903104318409
7 5.441706 4.991323584674961
8 5.103626 4.6617297261633155
9 5.035653 4.689931977905328
10 5.264651 21.138081091064834
11 5.365057 21.01084824634927
12 4.660119 20.140092953230123
13 4.822768 20.865202827317567
14 4.421311 3.6956206635596587
15 5.213067 3.850997704319795
16 4.908245 2.9946330842311433
17 4.698542 4.344824558675425
18 5.251362 5.318500869911132
19 4.598589 5.259229229069065
20 4.649751 18.818733323259316
21 5.154535 19.479790564022373
22 4.295579 20.702153784550845
23 5.142661 20.024740727043262
24 5.185736 4.068077157459291
25 5.157758 5.916916062630261
26 4.890415 4.911470658291321
27 4.968850 4.629471553725434
28 4.671010 4.375672754050435
29 5.348362 4.2032769063419035
30 5.354686 18.462944827226405
31 5.059204 18.933775210195193
32 4.598596 19.468936285710114
33 4.664853 3.9383711681112263
34 4.987220 4.189506181987521
35 4.669597 4.207190159861675
36 5.309592 3.7214724270129476
37 5.157497 5.784940020223081
38 4.961138 5.21802172635646
39 4.905264 5.7892636670052084
40 5.702982 20.448324308600952
41 4.734169 18.321667820787
42 4.967387 5.1811630294092685
43 5.150533 5.421123143681594
44 5.272791 4.661029355771325
45 5.494029 4.6831321330622195
46 5.302772 5.169377291564997
47 5.508020 6.337268416675332
48 4.811383 2.984465099588704
49 5.098479 3.9022035292583004
50 5.039580 5.3034712128829895
51 4.649144 3.838936323616033
52 5.041702 5.982042166924764
53 4.648896 5.751148576257004
54 4.473994 4.783245212412007
55 4.872483 4.612630629174859
56 4.787513 6.868468402916993
57 4.803694 4.090885470197999
58 5.415053 5.633413744728101
59 4.833327 5.09919157469873
60 4.958284 4.894976513037271
61 4.673587 4.0050824939586676
62 4.768360 20.01516976139503
63 4.715457 20.624013421371714
64 4.896686 4.13079121909965
65 4.454791 5.811807645061327
66 4.784530 3.936809727464217
67 5.047629 6.186496922921789
68 4.582801 4.214292927070803
69 5.559358 3.8730059196529774
70 5.205112 19.867898982589093
71 5.028184 5.037617176755992
72 4.878216 17.126076844996945
73 4.699669 18.996023955870676
74 4.862154 20.48216580818775
75 4.818277 4.83187023680063
76 4.887357 5.352722558470316
77 5.214739 5.065947738520115
78 4.596804 5.034838663727411
79 5.111987 18.172498976916355
80 3.993404 20.260261682821813
81 5.362470 5.080844143297384
82 4.679264 4.877376264496513
83 5.451898 18.385827815114773
84 4.482813 18.58457289595783
85 4.618031 3.597111887056974
86 5.024016 5.4108507121957325
87 4.887193 3.824595122993376
88 4.658893 4.639597320110811
89 5.143442 20.586189307118154
90 5.031391 19.916163764201535
91 4.866256 4.947453973731294
92 4.821418 3.211075329136786
93 4.829041 18.745892933373813
94 4.404676 7.6768178967866785
95 5.142472 4.525400735273488
96 4.734944 4.726902172473169
