#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 100
numEdges = 200
usedAlgorithm = Test
dataSource = GridData
END
#################################################################
SECTION2 (Nodes Information)
NodeID Base Counts
0 5.613176 3.0041763535724284
1 4.971152 5.998038888129335
2 5.197596 6.158103094397
3 5.325370 5.7994103249788
4 5.081232 3.0698081730056144
5 5.158916 5.495872293784295
6 4.724682 2.949065167919845
7 5.169731 7.352501360751907
8 5.145967 5.492982440118753
9 4.740110 5.32076887654517
10 5.037159 4.984378065835409
11 4.927874 3.6964999052034697
12 5.041798 2.7286766511425964
13 5.235945 3.642863117339192
14 4.936407 4.534368172747177
15 4.874599 5.840252903402859
16 4.774411 6.004659655684546
17 5.100468 4.272034963699264
18 4.962915 6.2858939942694665
19 4.762300 4.542106655029502
20 5.709326 4.790976823614405
21 5.314441 4.189493403697618
22 5.030814 4.982148207753383
23 5.256802 3.583958691621223
24 5.140233 4.173912916810104
25 5.307769 1.9609022766936492
26 4.803746 4.027066126626903
27 4.906268 4.7444871080667355
28 5.105712 20.936466734566448
29 4.980909 21.99280364358653
30 4.497558 4.214715083764504
31 5.631162 4.225805644414292
32 5.064756 5.683316247850535
33 5.001244 5.330563980692604
34 5.167230 6.152590589856837
35 5.299837 5.510509243728098
36 4.630285 5.426991813126009
37 5.062326 5.503617492371538
38 5.158808 19.128058414674236
39 4.569966 4.4529851600074215
40 5.153191 3.956903030014929
41 4.862300 5.014224496553721
42 4.777516 6.150469332490589
43 4.841912 2.6107700584967595
44 5.093060 5.935657038434647
45 4.723317 5.4333442208926215
46 4.858453 5.550577060130323
47 5.071722 5.846437237174938
48 4.996555 20.881486653338694
49 5.109000 18.76738454916317
50 4.565239 19.898262030995173
51 4.481553 19.83461264833822
52 4.709702 4.202659439235747
53 5.074839 6.124658969487044
54 5.079272 5.915733719112537
55 5.158752 5.694363923016856
56 5.079854 4.8061612833421785
57 5.006572 2.198509716072328
58 4.411445 5.127184041259753
59 4.952068 20.624472136545084
60 4.821180 20.411057384761648
61 4.762400 5.979627289219638
62 5.188995 5.93544556668405
63 5.042781 5.09829476039955
64 4.970965 3.811890445594757
65 5.066519 4.629655414484063
66 4.809894 6.11011719708052
67 5.136377 6.150421867455636
68 5.536123 5.1877269550779275
69 4.640123 18.55555478672023
70 4.544352 5.279119622059107
71 4.624950 4.41739300833132
72 5.279467 2.8483681834309498
73 5.013786 5.633399021223739
74 5.152578 4.747269254592055
75 5.124211 4.608927768800173
76 5.499225 5.821291732037997
77 5.077620 4.648014355995739
78 5.310641 6.290634612120834
79 5.141457 5.374559039895461
80 5.011833 6.9273335830269245
81 4.766196 5.2216245550640785
82 4.684509 4.555698442591822
83 4.810074 4.111473204578076
84 5.754043 3.4992793460812326
85 4.919112 4.8974293704066705
86 4.612821 5.611939761636577
87 4.777052 4.198134721661097
88 4.821774 2.8364233450417866
89 5.287967 4.731118868240286
90 5.188119 5.412942196643733
91 4.972426 4.652421217840733
92 5.058354 4.634735058142816
93 5.238107 5.157358126038145
94 5.049472 5.086908060619804
95 5.546194 5.505206328097602
96 4.965374 6.9809494530095915
