#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 100
numEdges = 200
usedAlgorithm = Test
dataSource = GridData
END
#################################################################
SECTION2 (Nodes Information)
NodeID Base Counts
0 5.412821 3.364711411801696
1 5.099514 5.6482611641246345
2 5.411508 3.7852289911378105
3 5.154580 20.603879647575898
4 5.101069 20.625795820205685
5 4.613387 5.49822934218368
6 4.662521 18.70772638509399
7 4.827923 19.484635011105333
8 4.867039 21.171297924675045
9 5.095074 4.877674803965047
10 4.625225 5.73697844422039
11 4.539442 6.797677209465746
12 4.725799 6.872290058200636
13 4.651660 5.908201591316538
14 5.003239 4.136438381986178
15 5.211325 5.413994441869372
16 4.621681 5.583567689190089
17 5.263349 3.89320637685296
18 4.590383 7.260474394328157
19 4.897757 5.731812665264583
20 5.253445 21.10380540775671
21 5.437375 19.55881456754155
22 5.006008 4.329540722831885
23 4.643004 4.998551613942044
24 5.225867 4.198516509778141
25 5.337217 4.175512486760664
26 5.581332 5.152012199935884
27 4.991611 5.965169785589875
28 5.215346 3.679630440859911
29 5.174897 18.98920958907833
30 5.026888 3.9320130616706046
31 5.553984 4.820774908625004
32 4.615957 2.7424735108735447
33 5.073226 2.9542595485491527
34 4.756390 4.568400694199579
35 4.547051 4.639349116856482
36 5.166837 5.2216519926211555
37 4.605953 4.951826636423502
38 5.722183 4.026968595554132
39 5.093120 19.406592429873935
40 5.200768 5.7537004205105
41 4.467239 4.838121295330907
42 5.045394 6.171928364840392
43 4.846723 3.9315163526060033
44 4.833257 6.043642413230705
45 5.231131 3.7231159533293883
46 5.006795 4.900995916776577
47 4.917685 6.077837910020802
48 4.996064 4.997083244883552
49 4.836155 19.657517334829862
50 5.477635 6.406109130271138
51 5.411983 4.224248234688738
52 4.958644 4.709343476721756
53 5.302894 4.843473811166726
54 5.447280 2.8775202854051227
55 5.437343 6.420019463012002
56 4.623019 4.126111988608014
57 4.612977 5.244303937219411
58 5.136462 20.536024097997263
59 4.979400 19.64534215260762
60 5.241361 5.270157813681417
61 5.154838 4.727596132626445
62 4.933681 7.385276223765473
63 5.406133 4.267524664564755
64 4.813293 4.180299717952788
65 4.824428 4.534382885947752
66 4.865763 5.249278603356783
67 5.537655 20.34148521214521
68 5.001413 21.334945180353717
69 4.761703 5.448031134987976
70 5.291198 20.764905291086038
71 4.588415 4.585948998349992
72 4.658742 7.569848777263211
73 5.511109 2.674547762280929
74 4.761789 5.695212777202157
75 5.040534 6.239586118344854
76 4.719931 4.744805409372042
77 5.115761 20.80591916320219
78 5.329222 21.005319549510197
79 4.886110 21.006991099716096
80 5.049550 20.89788526760165
81 5.651657 4.206191694053751
82 4.925938 2.563348201835367
83 4.981625 4.704698597359154
84 5.035239 4.792441560312209
85 4.861989 5.218621337456316
86 4.861887 4.4745192353151255
87 4.623509 22.072854266341448
88 4.646018 19.36328669313332
89 5.001975 19.301599125690863
90 5.199747 18.966260819355814
91 5.103353 6.318959504040981
92 4.583381 4.086819229872671
93 4.879800 18.89647750425998
94 5.148489 20.754946533032275
95 4.900530 19.081319986083013
96 4.816646 19.464535433749997
97 5.125343 19.348789397557418
