#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 100
numEdges = 200
usedAlgorithm = Test
dataSource = GridData
END
#################################################################
SECTION2 (Nodes Information)
NodeID Base Counts
0 4.636751 5.696909399735491
1 5.482994 4.769616438024167
2 4.806573 6.242312301929607
3 4.901580 19.928591254535178
4 5.259641 18.722784035865637
5 5.434914 4.87684959457415
6 4.865575 5.1981963474586115
7 5.249895 5.141673030541066
8 4.840238 4.761834833070796
9 4.937957 4.159523840713565
10 4.733984 3.5256644584379995
11 5.108901 4.461807562598382
12 5.200721 2.0434348755435927
13 4.416264 20.303289428568934
14 4.873265 5.03802152174012
15 4.986189 5.423088521984277
16 4.188039 4.961820775644876
17 4.971414 7.022617274206308
18 4.979890 5.614458531959797
19 4.963183 5.081809816786077
20 4.686798 5.0464935309038665
21 4.444663 5.458932500639877
22 5.061126 4.222518394683992
23 5.302569 6.781439668015342
24 4.726167 3.1481834062742955
25 5.266797 3.2541679738813682
26 4.702890 4.959203493898256
27 4.726588 5.073338138158679
28 5.758681 4.360782837946687
29 5.044245 6.8183587490497315
30 5.171426 4.3535410240852155
31 5.352668 4.045297492455905
32 4.596371 4.841644025959892
33 5.119361 3.349435561479435
34 4.755030 3.549575361164882
35 4.709116 8.001078701136901
36 4.886509 6.426812471610864
37 4.700849 3.1509802826956648
38 4.862856 4.346933928267502
39 4.653218 5.87017477649642
40 4.810194 5.144371207912407
41 5.011313 5.068360708593356
42 5.011493 3.9585201869068083
43 4.804276 4.068852544146019
44 4.818039 5.941446866586523
45 5.304256 5.0375959196445566
46 4.878581 4.96369740414243
47 4.746496 5.310428328665639
48 4.977893 4.91707644464197
49 5.207499 5.418187334213572
50 5.362701 5.397224220951548
51 4.470122 5.537913983102004
52 4.877832 4.795023691532452
53 5.313543 5.004067120373456
54 4.864002 5.047720783897108
55 5.064759 4.849636498485806
56 4.932331 4.3153399774190015
57 5.094732 6.122855819886854
58 5.064391 5.809501477886116
59 5.451792 4.908185109364774
60 4.810433 6.4237614686802615
61 4.882073 3.9692539203783097
62 4.626763 4.840564278124609
63 5.247513 2.627565854833625
64 5.702697 4.2186749562571135
65 5.016992 6.8111447912828424
66 4.630723 7.067606215976223
67 5.280235 3.728165874973768
68 4.992154 4.164102879165944
69 4.778927 5.4698477739767135
70 4.910744 4.6998581445469565
71 5.406050 3.583390765186964
72 4.782057 3.1843680948260635
73 5.077143 4.342389257272478
74 4.962931 4.411914156295362
75 5.331670 19.9023306560883
76 5.128838 18.82754228680517
77 4.689178 7.003604205673449
78 4.872746 4.839249599340747
79 5.332872 4.849046185074646
80 5.013332 5.43777654643895
81 4.266113 3.9543403792693446
82 4.773866 5.910664344781846
83 5.136449 3.5837840705041892
84 5.012858 21.37475948405589
85 5.074954 20.858825765920983
86 5.495855 20.09262584092878
87 5.021739 17.460216372484847
88 5.230202 3.8591173947276456
89 5.340495 5.308920845389022
90 5.156485 4.121804389111607
91 4.903326 7.224709246247375
92 5.015457 4.393576934619242
93 4.898530 6.030094105522437
94 4.604330 21.148085217144335
95 4.323582 6.260426449300515
96 4.873594 5.715055499039052
