#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 100
numEdges = 200
usedAlgorithm = Test
dataSource = GridData
END
#################################################################
SECTION2 (Nodes Information)
NodeID Base Counts
0 5.069885 6.074020566119574
1 5.087451 5.920348134715606
2 5.030833 3.31124926691436
3 5.565942 3.7252713257492336
4 5.068404 6.216187090422231
5 5.081885 21.518923445316236
6 4.778200 20.590248059976823
7 5.328720 20.32363183987016
8 4.801128 20.34661802468428
9 5.748196 5.166733852833883
10 4.676044 3.614246310340028
11 5.491076 5.37413844198237
12 5.091780 2.890539964310502
13 5.017079 5.251834749934019
14 4.680856 5.719934336997562
15 5.489836 20.91921808514519
16 4.734748 20.247005403850817
17 5.106887 21.611269529871088
18 5.045023 19.22371371682837
19 4.457056 4.195765866139354
20 4.907507 4.121852449593307
21 5.425902 6.6114818055803966
22 4.879362 5.717992079889815
23 4.900763 5.608483728721966
24 4.918306 6.402325687113254
25 5.187242 6.535190334053091
26 4.968606 3.855544044565664
27 5.303307 4.770331983338905
28 5.021666 3.9378939194306692
29 5.148850 5.834510044046018
30 5.179802 5.215751053353962
31 4.970579 3.2797457893075315
32 5.158571 6.854772350616963
33 5.100711 6.563067996479402
34 5.393817 5.673568199571006
35 4.855441 6.046497942470015
36 5.123180 4.052347864220974
37 5.236910 4.883984901102613
38 5.580805 6.636308290957066
39 4.910568 3.8851012852695472
40 4.891378 3.0919418615503584
41 4.666921 5.7317023685037025
42 5.128207 5.208574184056719
43 4.946181 4.580238152597549
44 4.948698 4.28564280203609
45 5.429327 5.728490334805797
46 5.536690 5.1228543906732655
47 5.446198 4.94644810983968
48 5.041482 6.944600553916076
49 5.021803 4.315802401818941
50 5.634371 6.6860437641923625
51 4.977795 4.67825459088355
52 5.101999 5.6734638135397
53 4.981828 6.1809735670145125
54 4.943873 5.075766856264548
55 5.347810 3.977509715655011
56 4.827725 4.119140131101637
57 5.205074 4.929601027205297
58 5.293699 5.637076051062422
59 5.018233 5.72595180733869
60 4.851966 5.694085902939613
61 5.139141 4.607824077764911
62 4.869055 4.276146902384349
63 4.907015 4.848688619146856
64 5.355631 20.19228208746674
65 5.225315 18.816267655842793
66 5.129457 7.018635434445086
67 4.562362 3.8219748313354387
68 4.986346 5.578476162123461
69 5.135671 5.332320409020408
70 5.444142 5.783010100760164
71 4.608230 3.8383155998571636
72 4.744948 6.731971610629127
73 4.961530 3.1449647970516112
74 5.075448 4.642190236032872
75 5.812989 20.37391134333039
76 5.326346 19.336301842538347
77 5.571561 5.129033627533319
78 4.615329 6.285392902833686
79 5.225094 4.934311647745607
80 4.670082 3.8452204880884064
81 5.057092 6.456646021722439
82 4.821725 5.799090941428418
83 4.625935 6.545810022445683
84 4.828528 19.993378527301378
85 4.745601 20.736631074665585
86 4.937197 19.782254547158047
87 4.966740 5.5156951600931325
88 4.695192 5.295614371979872
89 4.703730 3.730469256693808
90 5.009598 4.245634672132634
91 5.160839 5.63473812544584
92 5.042631 20.068288882395283
93 5.176559 19.31731273334444
94 4.937609 20.0666250100374
95 5.463366 21.285579651576768
96 4.613366 20.418591329433628
97 4.892649 5.898781210879246
