#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 100
numEdges = 200
usedAlgorithm = Test
dataSource = GridData
END
#################################################################
SECTION2 (Nodes Information)
NodeID Base Counts
0 4.839285 6.187439500662296
1 4.886433 6.262013724261648
2 4.935272 5.514933363097251
3 4.919973 20.245326357702567
4 4.946544 18.105766871543437
5 5.095699 19.10118248178754
6 4.784648 18.203036330409724
7 5.194194 4.125639654278821
8 4.621218 4.892644613744024
9 4.979671 6.627816250629428
10 5.165986 4.219856426438205
11 5.199636 6.40543410028597
12 4.740542 4.2947906803042
13 5.230271 18.580747686758052
14 5.263998 19.36907298067685
15 4.101760 19.38080357862598
16 5.269349 19.53753058868664
17 5.024549 5.457703021080609
18 5.019018 3.7418196709272022
19 4.983987 4.187295419359247
20 5.483431 4.1782963301452245
21 5.074539 5.045142002761195
22 4.916361 5.66235590893314
23 5.078391 19.361083883532526
24 4.872661 20.33996711363818
25 5.043144 20.44271651585602
26 5.396326 19.332360545503185
27 5.377299 6.056534968692807
28 4.478690 4.734374409502577
29 4.664941 5.13920327282655
30 4.698934 4.507726387064472
31 5.183640 4.514757651628706
32 4.986914 5.878857365584956
33 4.957790 3.1312304908209168
34 5.051641 5.565026810904967
35 4.930884 20.508553377283405
36 4.826153 18.70767203020626
37 4.596934 4.784845863760257
38 5.380272 4.5381196510141635
39 5.364284 5.606271049416563
40 4.917896 5.429194071313628
41 5.446868 5.4782731872899015
42 4.865715 4.572471099419933
43 4.453358 4.460530744487651
44 5.270488 4.563480870613482
45 5.190821 5.232102712355719
46 4.469891 7.52169385226798
47 5.403952 5.171465461827525
48 4.982407 5.034280584433526
49 4.679123 5.636716576193815
50 4.732449 3.2633836261604854
51 4.851254 6.324671429723232
52 4.998736 5.6228537145509945
53 4.913796 5.738788771354602
54 4.537120 4.379277453782052
55 5.039872 5.100971563356669
56 5.250012 4.467283359648657
57 4.862651 4.492334590143872
58 4.817839 5.041415601398867
59 5.584945 4.598251401585471
60 5.027505 6.975232122017517
61 5.249183 8.502975413336506
62 4.815316 3.650974887662634
63 4.954704 5.528708147043931
64 4.581981 4.590156910307034
65 5.160958 4.739430342216437
66 5.601197 5.02480147982702
67 4.690904 5.046546816674845
68 5.182394 6.587647238735576
69 5.458491 4.395130462906412
70 5.027440 4.157038728020522
71 4.811096 5.691764910940599
72 5.403811 5.025541251837868
73 4.685249 7.717119911030278
74 5.267323 4.30118007721098
75 4.828639 5.988104405676365
76 5.485818 4.647534869772668
77 4.996084 5.124394374719517
78 4.719285 4.586781272845003
79 4.920903 3.063735332846189
80 5.024849 3.960397356030291
81 4.754773 5.102200618346523
82 4.548728 5.53993232091514
83 5.391808 4.081657177608847
84 4.930801 5.677667914565129
85 5.140228 4.444343686060839
86 4.880136 5.13333638054835
87 4.655409 5.542928296956847
88 4.878406 5.317286680246249
89 5.233964 6.170742959754337
90 5.208828 5.514667720457142
91 4.844447 20.039789517540683
92 4.794537 20.201123582583936
93 4.621514 19.41600099867572
94 5.432947 19.353088205062207
95 4.706876 19.53381356587788
96 5.283547 19.769930750692186
97 5.107989 2.4478219669356323
