#################################################################
#APDM Input Graph, this input graph includes 3 sections:
#section1 : general information
#section2 : nodes
#section3 : edges
#section4 : trueSubGraph (Optional)
#
#if nodes haven't information set weight to null
#################################################################
SECTION1 (General Information)
numNodes = 100
numEdges = 200
usedAlgorithm = Test
dataSource = GridData
END
#################################################################
SECTION2 (Nodes Information)
NodeID Base Counts
0 4.857568 5.417923679810296
1 5.109369 5.957142412256521
2 5.676329 3.5184513058077194
3 4.921462 4.999834754655663
4 4.946564 3.15449285184833
5 5.227575 20.450176935847495
6 4.579081 21.319845689529714
7 4.726008 20.406870625692857
8 5.477123 19.797862295470537
9 4.839879 5.589728439031264
10 5.050148 4.924038734403931
11 5.148190 5.478968629267264
12 5.046208 3.7826860566000917
13 4.532224 5.563077701947872
14 4.528215 4.925876106141199
15 5.243278 5.284772666620035
16 5.223608 5.2364756212676635
17 5.515255 5.707589850016492
18 4.770191 5.457143785923381
19 5.276747 6.6648600707821775
20 4.955891 3.892084897781534
21 5.169329 5.821980515559455
22 4.830245 4.645413483633876
23 5.103802 5.93514228213236
24 5.081800 4.487859783845804
25 5.018423 4.485225032550229
26 4.807707 4.540943201979312
27 5.568641 4.451062443225275
28 5.100656 5.644938248048132
29 4.981249 3.924102013560474
30 4.954139 5.634993279533036
31 4.815581 5.106251670906554
32 4.969447 5.093745657365625
33 5.282672 4.653117916357046
34 5.240127 6.606568563721338
35 4.752928 6.301002795804293
36 4.852176 4.606181120916522
37 5.505716 6.145922591893264
38 4.702515 5.561015080825468
39 5.030927 6.795333081311908
40 5.178715 3.6570592472130485
41 5.431476 6.539910559192688
42 4.542850 4.611445699080143
43 5.397318 4.869938799489372
44 5.573639 5.147137896706656
45 5.114041 5.540234404984802
46 5.087596 5.02200560786387
47 4.958425 6.557751720544411
48 5.199479 6.822716000026018
49 4.954006 6.50216492540906
50 4.877712 4.460439337535153
51 5.159694 4.933495986952104
52 5.755798 3.9306035222666296
53 5.000817 5.263328708671973
54 4.891965 4.531068075383145
55 5.000260 5.9747619501692695
56 5.162293 5.841053560275029
57 5.101262 3.96051227633901
58 4.913636 4.309131412967757
59 4.597237 5.9463707408493
60 4.465132 4.362698441754276
61 5.272486 3.7642811260239926
62 4.696248 5.291043602528825
63 5.295308 6.1578781648493415
64 5.064600 4.085839861316002
65 4.204249 7.259360054207692
66 5.146761 4.874853128722187
67 4.698992 5.256317541289278
68 4.489223 5.266357639265221
69 5.312391 3.4126641855740965
70 4.838861 4.1722938027947585
71 4.603983 6.096911316796089
72 5.106621 7.190210033400896
73 5.386362 7.239883753627089
74 5.468668 3.9818367490129383
75 4.314033 4.866699409899015
76 4.591534 17.538444661825697
77 5.031737 18.83600269330895
78 5.006912 3.923800599694082
79 4.348838 5.2024366263308535
80 4.813436 7.355915015865529
81 5.240664 6.026807321183972
82 4.950368 4.395737006520361
83 4.727139 5.9133633729869635
84 4.793008 7.249776753352355
85 5.218408 5.667363455485424
86 4.078492 4.951692542027338
87 5.193695 19.978677466152973
88 4.802939 4.675097507888887
89 4.791403 4.777204691596685
90 5.186571 5.112883816975797
91 4.552219 6.114476806036606
92 4.805606 4.157845350555426
93 4.702142 3.9135816705651303
94 4.989715 5.205599585460235
95 4.949975 19.122951347094943
96 4.428962 20.61925955862982
97 4.612221 20.247123944671934
